id,branch_id,customer_id,lesson_id,ctt_id,reason_id,is_attend,commission,grade,bonus,note
123765,2,179,151677,,,1,275,,0
123766,2,15594,151677,,,1,400,,0
123767,2,17937,151677,,,1,450,,0
123768,2,13852,151677,,,1,475,,0
123740,2,1,121999,,,1,900,,0
123741,2,18001,121999,,,1,810,,0
123784,2,17837,104107,,,1,270,,0
123785,2,8816,104107,,,1,275,,0
123786,2,38,104107,,,1,275,,0
123787,2,1362,104107,,1,0,0,,0
123878,2,1301,103900,,1,0,0,,0
123879,2,1645,103900,,2,0,300,,0
123880,2,1859,103900,,,1,400,,0
123891,2,24,103849,,,1,275,,0
123892,2,2170,103849,,,1,275,,0
123893,2,32,103849,,,1,275,,0
123894,2,8744,103849,,1,0,0,,0
123895,2,18001,103849,,,1,0,,0
123896,2,1604,103849,,1,0,0,,0
123897,2,2466,103849,,,1,"247,5",,0
123898,2,30,103849,,,1,250,,0
123899,2,10,103849,,1,0,0,,0
123881,2,24,103798,,,1,275,,0
123882,2,2170,103798,,,1,275,,0
123883,2,32,103798,,,1,275,,0
123884,2,8744,103798,,1,0,0,,0
123885,2,18001,103798,,,1,0,,0
123886,2,1604,103798,,1,0,0,,0
123887,2,2466,103798,,,1,"247,5",,0
123888,2,30,103798,,,1,250,,0
123889,2,1301,103798,,1,0,0,,0
123890,2,10,103798,,1,0,0,,0
123759,2,17937,95249,,1,0,0,,0
123760,2,19047,95249,,,1,405,,0
123761,2,19050,95249,,,1,405,,0
123762,2,15594,95249,,1,0,0,,0
123763,2,179,95249,,,1,275,,0
123764,2,13852,95249,,1,0,0,,0
123788,2,17837,95199,,,1,270,,0
123789,2,8816,95199,,,1,275,,0
123790,2,38,95199,,,1,275,,0
123791,2,1362,95199,,1,0,0,,0
123874,2,355,94596,,,1,400,,0
123875,2,18832,94596,,,1,405,,0
123876,2,1645,94596,,2,0,300,,0
123877,2,1859,94596,,,1,400,,0
123443,2,18771,109662,,,1,300,,0
123444,2,18270,109662,,,1,300,,0
123445,2,18827,109662,,,1,450,,0
123477,2,1388,106899,,,1,450,,0
123478,2,17837,106899,,,1,270,,0
123479,2,8816,106899,,,1,275,,0
123480,2,179,106899,,,1,275,,0
123558,2,24,103746,,,1,275,,0
123559,2,2170,103746,,,1,275,,0
123560,2,32,103746,,,1,275,,0
123561,2,8744,103746,,,1,"247,5",,0
123562,2,18001,103746,,1,0,0,,0
123563,2,1604,103746,,1,0,0,,0
123564,2,2466,103746,,,1,"247,5",,0
123565,2,30,103746,,,1,250,,0
123472,2,1388,99896,,,1,450,,0
123473,2,17837,99896,,,1,270,,0
123474,2,8816,99896,,,1,275,,0
123475,2,179,99896,,,1,275,,0
123476,2,18827,99896,,,1,450,,0
123437,2,18475,98217,,,1,450,,0
123438,2,18771,98217,,,1,300,,0
123439,2,18290,98217,,,1,405,,0
123440,2,18288,98217,,,1,405,,0
123441,2,19050,98217,,,1,405,,0
123442,2,18270,98217,,,1,300,,0
123544,2,17277,97361,,,1,400,,0
123545,2,13209,97361,,1,0,0,,0
123546,2,18832,97361,,,1,405,,0
123547,2,1645,97361,,,1,300,,0
123550,2,24,94546,,,1,275,,0
123551,2,2170,94546,,,1,275,,0
123552,2,32,94546,,,1,275,,0
123553,2,8744,94546,,,1,"247,5",,0
123554,2,18001,94546,,1,0,0,,0
123555,2,1604,94546,,1,0,0,,0
123556,2,2466,94546,,,1,"247,5",,0
123557,2,30,94546,,,1,250,,0
123548,2,355,94496,,,1,400,,0
123549,2,1645,94496,,,1,300,,0
123290,2,9,65643,,1,0,0,,0
123291,2,3,65643,,,1,1000,,0
123292,2,292,65643,6426,1,0,0,,0
123293,2,5,65643,,1,0,0,,0
123294,2,2,65643,,1,0,0,,0
123295,2,482,65643,6074,1,0,0,,0
123296,2,4,65643,,1,0,0,,0
123297,2,11,65643,,,1,1000,,0
123298,2,17,65643,,1,0,0,,0
123299,2,152,65643,,,1,1000,,0
123300,2,31,65643,,1,0,0,,0
123301,2,1026,65643,6072,1,0,0,,0
123302,2,508,65643,,,1,1000,,0
123096,2,18131,133678,,,1,450,,0
123097,2,9245,133678,,1,0,0,,0
123098,2,14102,133678,,1,0,0,,0
123099,2,18290,133678,,,1,405,,0
123100,2,18288,133678,,,1,405,,0
123101,2,114,133678,,,1,400,,0
123102,2,18359,133678,,,1,405,,0
123103,2,1857,133626,6241,,1,"382,5",,0
123104,2,18131,133626,,,1,450,,0
123105,2,9371,133626,,,1,400,,0
123106,2,14102,133626,,1,0,0,,0
123107,2,7531,133626,,,1,"427,5",,0
123108,2,114,133626,,,1,400,,0
123109,2,16200,133626,6193,,1,450,,0
123110,2,18359,133626,,,1,405,,0
123334,2,18770,122957,,,1,"517,5",,0
123335,2,17447,122957,,,1,450,,0
123111,2,1857,109550,6241,,1,"382,5",,0
123112,2,9371,109550,,,1,400,,0
123113,2,18944,109550,,,1,405,,0
123114,2,16200,109550,6193,,1,450,,0
123115,2,7621,109550,,,1,475,,0
123072,2,15123,109022,,,1,"937,5",,0
123198,2,41,105142,,,1,400,,0
123199,2,10,105142,,,1,275,,0
123200,2,6826,105142,,,1,275,,0
123201,2,24,105142,,,1,275,,0
123202,2,32,105142,,,1,275,,0
123067,2,8907,100866,,,1,"403,75",,0
123068,2,18133,100866,,,1,"488,75",,0
123069,2,8908,100866,,,1,"403,75",,0
123193,2,41,83199,,,1,400,,0
123194,2,10,83199,,,1,275,,0
123195,2,6826,83199,,,1,275,,0
123196,2,24,83199,,,1,275,,0
123197,2,32,83199,,,1,275,,0
122948,2,14102,124262,,1,0,0,,0
122949,2,18475,124262,,,1,450,,0
122950,2,18771,124262,,,1,300,,0
122871,2,1,121998,,,1,900,,0
122872,2,18001,121998,,2,0,810,,0
122943,2,17937,107211,,1,0,0,,0
122944,2,19047,107211,,,1,405,,0
122945,2,14102,107211,,1,0,0,,0
122946,2,18771,107211,,,1,300,,0
122947,2,15594,107211,,,1,400,,0
122981,2,8816,104003,,,1,275,,0
122982,2,3285,104003,,2,0,400,,0
122983,2,18270,104003,,1,0,0,,0
122984,2,38,104003,,1,0,0,,0
122985,2,1362,104003,,1,0,0,,0
122976,2,8816,103951,,,1,275,,0
122977,2,3285,103951,,2,0,400,,0
122978,2,18270,103951,,1,0,0,,0
122979,2,38,103951,,1,0,0,,0
122980,2,1362,103951,,1,0,0,,0
122759,2,12580,133412,,,1,2000,,0
122775,2,24,64646,,,1,750,,0
122776,2,9,64646,,1,0,0,,0
122777,2,3,64646,,,1,500,,0
122778,2,2,64646,,,1,500,,0
122779,2,4,64646,,,1,500,,0
122780,2,12,64646,,,1,900,,0
122781,2,11,64646,,,1,500,,0
122782,2,152,64646,,,1,500,,0
122783,2,31,64646,,1,0,0,,0
122784,2,508,64646,,,1,500,,0
123093,2,179,149140,,,1,275,,0
122594,2,19050,145878,,,1,0,,0
122623,2,1388,104106,,5,0,0,,0
122624,2,17837,104106,,,1,270,,0
122625,2,8816,104106,,,1,275,,0
122626,2,38,104106,,1,0,0,,0
122628,2,1362,104106,,1,0,0,,0
122655,2,9750,103899,,1,0,0,,0
122656,2,1301,103899,,,1,"382,5",,0
122657,2,1645,103899,,,1,300,,0
122658,2,1859,103899,,1,0,0,,0
122668,2,24,103848,,,1,275,,0
122669,2,2170,103848,,,1,275,,0
122670,2,32,103848,,1,0,0,,0
122671,2,8744,103848,,1,0,0,,0
122672,2,1604,103848,,1,0,0,,0
122673,2,2466,103848,,,1,"247,5",,0
122674,2,30,103848,,,1,250,,0
122675,2,10,103848,,,1,275,,0
122659,2,24,103797,,,1,275,,0
122660,2,2170,103797,,,1,275,,0
122661,2,32,103797,,1,0,0,,0
122662,2,8744,103797,,1,0,0,,0
122663,2,1604,103797,,1,0,0,,0
122664,2,2466,103797,,,1,"247,5",,0
122665,2,30,103797,,,1,250,,0
122666,2,1301,103797,,,1,"382,5",,0
122667,2,10,103797,,,1,275,,0
122595,2,17937,95248,,1,0,0,,0
122596,2,19047,95248,,,1,405,,0
122597,2,15594,95248,,,1,400,,0
122598,2,13852,95248,,1,0,0,,0
123092,2,179,95248,,,1,275,,0
122629,2,1388,95198,,5,0,0,,0
122630,2,17837,95198,,,1,270,,0
122631,2,8816,95198,,,1,275,,0
122632,2,38,95198,,1,0,0,,0
122634,2,1362,95198,,1,0,0,,0
122648,2,17277,94595,,,1,400,,0
122649,2,9750,94595,,1,0,0,,0
122650,2,355,94595,,,1,400,,0
